RID,DESIGN_ROW,SCENARIO,SEQ,pref1,pref4,a1_x1,a2_x1,a3_x1,a4_x1
29,4,4,1,,,11,13,10,9
31,29,29,1,2,3,7,12,10,9
31,32,32,2,,,2,5,11,4
33,4,4,23,2,3,11,13,10,9
33,3,3,22,3,2,16,15,4,10
33,2,2,25,1,2,2,1,10,3
33,1,1,32,2,3,7,2,11,14
33,5,5,11,2,3,13,6,10,14
33,6,6,7,3,4,6,2,8,7
33,7,7,1,1,2,6,4,16,8
33,8,8,19,2,3,14,15,5,3
33,9,9,20,3,2,3,15,8,14
33,10,10,31,2,3,13,3,1,4
33,11,11,12,1,4,6,11,15,12
33,12,12,30,3,2,11,15,4,7
33,13,13,28,3,2,9,2,5,14
33,14,14,5,3,2,4,2,13,12
33,15,15,17,2,3,12,8,10,5
33,16,16,21,2,3,13,5,7,6
33,17,17,24,3,4,8,11,13,16
33,18,18,3,2,3,3,7,10,8
33,19,19,18,3,2,6,9,3,4
33,20,20,15,2,3,6,12,1,2
33,21,21,8,2,3,3,16,12,5
33,22,22,2,4,2,16,2,10,15
33,23,23,9,2,3,12,13,16,14
33,24,24,13,2,3,8,4,9,14
33,25,25,4,1,2,3,9,11,12
33,26,26,10,1,2,15,1,5,13
33,27,27,14,3,2,1,8,5,11
33,28,28,29,2,3,16,1,9,7
33,29,29,6,2,3,7,12,10,9
33,30,30,27,2,3,15,9,1,6
33,31,31,16,3,2,14,16,1,7
33,32,32,26,2,3,2,5,11,4
39,26,26,1,,,15,1,5,13
48,3,3,2,3,4,16,15,4,10
48,15,15,3,,,12,8,10,5
48,30,30,1,1,2,15,9,1,6
50,1,1,5,4,2,7,2,11,14
50,6,6,12,3,1,6,2,8,7
50,7,7,8,3,1,6,4,16,8
50,8,8,18,2,4,14,15,5,3
50,10,10,22,1,4,13,3,1,4
50,11,11,7,3,1,6,11,15,12
50,12,12,23,,,11,15,4,7
50,15,15,2,1,3,12,8,10,5
50,16,16,14,1,4,13,5,7,6
50,17,17,15,3,1,8,11,13,16
50,18,18,6,4,3,3,7,10,8
50,19,19,10,3,2,6,9,3,4
50,20,20,3,2,1,6,12,1,2
50,21,21,21,3,1,3,16,12,5
50,22,22,19,4,2,16,2,10,15
50,25,25,17,4,2,3,9,11,12
50,26,26,9,1,2,15,1,5,13
50,27,27,1,2,1,1,8,5,11
50,28,28,16,1,3,16,1,9,7
50,29,29,13,2,4,7,12,10,9
50,30,30,11,1,2,15,9,1,6
50,31,31,4,1,3,14,16,1,7
50,32,32,20,2,1,2,5,11,4
49,2,2,3,3,4,2,1,10,3
49,5,5,15,3,1,13,6,10,14
49,7,7,8,3,4,6,4,16,8
49,10,10,10,3,2,13,3,1,4
49,15,15,12,3,2,12,8,10,5
49,16,16,1,2,3,13,5,7,6
49,17,17,11,2,1,8,11,13,16
49,18,18,7,3,2,3,7,10,8
49,19,19,4,2,3,6,9,3,4
49,20,20,9,2,1,6,12,1,2
49,21,21,14,3,1,3,16,12,5
49,23,23,6,4,3,12,13,16,14
49,24,24,13,4,1,8,4,9,14
49,25,25,16,3,1,3,9,11,12
49,26,26,2,1,4,15,1,5,13
49,27,27,5,4,2,1,8,5,11
49,29,29,17,,,7,12,10,9
53,30,30,1,,,15,9,1,6
56,24,24,1,,,8,4,9,14
62,6,6,1,,,6,2,8,7
68,3,3,2,,,16,15,4,10
68,13,13,1,3,2,9,2,5,14
67,18,18,1,,,3,7,10,8
72,32,32,1,,,2,5,11,4
75,9,9,1,,,3,15,8,14
74,10,10,1,1,2,13,3,1,4
74,15,15,2,,,12,8,10,5
82,4,4,3,1,2,11,13,10,9
82,3,3,31,2,1,16,15,4,10
82,2,2,7,3,4,2,1,10,3
82,1,1,10,3,1,7,2,11,14
82,5,5,19,4,2,13,6,10,14
82,6,6,12,2,3,6,2,8,7
82,7,7,22,1,4,6,4,16,8
82,8,8,9,2,4,14,15,5,3
82,9,9,6,2,1,3,15,8,14
82,10,10,2,1,2,13,3,1,4
82,11,11,8,3,1,6,11,15,12
82,12,12,25,2,4,11,15,4,7
82,13,13,1,3,2,9,2,5,14
82,14,14,17,4,1,4,2,13,12
82,15,15,15,1,2,12,8,10,5
82,16,16,32,2,3,13,5,7,6
82,17,17,23,2,4,8,11,13,16
82,18,18,4,3,4,3,7,10,8
82,19,19,24,2,3,6,9,3,4
82,20,20,18,2,1,6,12,1,2
82,21,21,16,3,1,3,16,12,5
82,22,22,20,4,1,16,2,10,15
82,23,23,30,1,3,12,13,16,14
82,24,24,21,4,1,8,4,9,14
82,25,25,29,3,1,3,9,11,12
82,26,26,14,1,2,15,1,5,13
82,27,27,28,4,2,1,8,5,11
82,28,28,11,3,4,16,1,9,7
82,29,29,5,2,1,7,12,10,9
82,30,30,27,1,4,15,9,1,6
82,31,31,26,1,4,14,16,1,7
82,32,32,13,3,4,2,5,11,4
77,4,4,9,2,3,11,13,10,9
77,3,3,2,2,4,16,15,4,10
77,2,2,10,1,2,2,1,10,3
77,1,1,20,2,1,7,2,11,14
77,5,5,14,2,3,13,6,10,14
77,6,6,6,2,3,6,2,8,7
77,7,7,29,1,2,6,4,16,8
77,8,8,27,2,3,14,15,5,3
77,9,9,32,4,1,3,15,8,14
77,10,10,5,1,4,13,3,1,4
77,11,11,12,3,2,6,11,15,12
77,12,12,19,2,4,11,15,4,7
77,13,13,1,4,1,9,2,5,14
77,14,14,25,4,1,4,2,13,12
77,15,15,11,1,2,12,8,10,5
77,16,16,22,4,1,13,5,7,6
77,17,17,16,2,1,8,11,13,16
77,18,18,31,1,3,3,7,10,8
77,19,19,23,1,2,6,9,3,4
77,20,20,3,2,3,6,12,1,2
77,21,21,8,1,4,3,16,12,5
77,22,22,21,2,1,16,2,10,15
77,23,23,18,3,4,12,13,16,14
77,24,24,7,4,3,8,4,9,14
77,25,25,13,1,2,3,9,11,12
77,26,26,4,4,3,15,1,5,13
77,27,27,15,4,2,1,8,5,11
77,28,28,26,3,2,16,1,9,7
77,29,29,24,2,1,7,12,10,9
77,30,30,17,1,3,15,9,1,6
77,31,31,28,1,3,14,16,1,7
77,32,32,30,3,4,2,5,11,4
78,4,4,22,2,4,11,13,10,9
78,3,3,7,2,4,16,15,4,10
78,2,2,18,4,1,2,1,10,3
78,1,1,28,4,2,7,2,11,14
78,5,5,11,4,2,13,6,10,14
78,6,6,19,3,1,6,2,8,7
78,7,7,23,3,1,6,4,16,8
78,8,8,27,2,4,14,15,5,3
78,9,9,17,2,1,3,15,8,14
78,10,10,20,1,4,13,3,1,4
78,11,11,25,3,1,6,11,15,12
78,12,12,8,2,3,11,15,4,7
78,13,13,16,4,1,9,2,5,14
78,14,14,29,4,2,4,2,13,12
78,15,15,15,1,3,12,8,10,5
78,16,16,24,1,4,13,5,7,6
78,17,17,5,3,1,8,11,13,16
78,18,18,2,4,3,3,7,10,8
78,19,19,4,3,2,6,9,3,4
78,20,20,32,2,4,6,12,1,2
78,21,21,26,3,1,3,16,12,5
78,22,22,12,4,2,16,2,10,15
78,23,23,10,1,2,12,13,16,14
78,24,24,9,4,3,8,4,9,14
78,25,25,6,4,2,3,9,11,12
78,26,26,13,1,2,15,1,5,13
78,27,27,31,4,1,1,8,5,11
78,28,28,3,1,3,16,1,9,7
78,29,29,30,2,4,7,12,10,9
78,30,30,14,1,2,15,9,1,6
78,31,31,1,1,3,14,16,1,7
78,32,32,21,3,1,2,5,11,4
86,4,4,3,3,2,11,13,10,9
86,3,3,31,2,4,16,15,4,10
86,2,2,16,2,3,2,1,10,3
86,1,1,8,1,2,7,2,11,14
86,5,5,32,4,2,13,6,10,14
86,6,6,11,3,1,6,2,8,7
86,7,7,29,4,2,6,4,16,8
86,8,8,26,2,4,14,15,5,3
86,9,9,27,2,1,3,15,8,14
86,10,10,25,3,4,13,3,1,4
86,11,11,24,3,1,6,11,15,12
86,12,12,13,2,3,11,15,4,7
86,13,13,7,3,1,9,2,5,14
86,14,14,20,2,1,4,2,13,12
86,15,15,18,4,3,12,8,10,5
86,16,16,17,2,4,13,5,7,6
86,17,17,1,4,3,8,11,13,16
86,18,18,2,4,3,3,7,10,8
86,19,19,10,3,2,6,9,3,4
86,20,20,19,3,1,6,12,1,2
86,21,21,6,4,1,3,16,12,5
86,22,22,5,4,3,16,2,10,15
86,23,23,21,1,2,12,13,16,14
86,24,24,12,1,3,8,4,9,14
86,25,25,14,4,2,3,9,11,12
86,26,26,22,1,3,15,1,5,13
86,27,27,9,2,4,1,8,5,11
86,28,28,15,4,3,16,1,9,7
86,29,29,4,2,3,7,12,10,9
86,30,30,30,1,2,15,9,1,6
86,31,31,23,2,3,14,16,1,7
86,32,32,28,2,4,2,5,11,4
79,6,6,1,,,6,2,8,7
81,29,29,1,,,7,12,10,9
85,18,18,1,,,3,7,10,8
84,7,7,1,3,1,6,4,16,8
84,13,13,2,3,2,9,2,5,14
84,18,18,4,2,3,3,7,10,8
84,19,19,5,2,1,6,9,3,4
84,28,28,6,,,16,1,9,7
84,30,30,3,1,3,15,9,1,6
87,4,4,31,2,1,11,13,10,9
87,3,3,28,2,3,16,15,4,10
87,2,2,6,2,4,2,1,10,3
87,1,1,4,2,3,7,2,11,14
87,5,5,27,1,4,13,6,10,14
87,6,6,18,2,3,6,2,8,7
87,7,7,10,3,2,6,4,16,8
87,8,8,21,2,4,14,15,5,3
87,9,9,11,2,1,3,15,8,14
87,10,10,12,3,2,13,3,1,4
87,11,11,9,3,2,6,11,15,12
87,12,12,25,2,1,11,15,4,7
87,13,13,23,2,4,9,2,5,14
87,14,14,14,2,1,4,2,13,12
87,15,15,8,1,2,12,8,10,5
87,16,16,7,1,3,13,5,7,6
87,17,17,22,3,1,8,11,13,16
87,18,18,5,3,1,3,7,10,8
87,19,19,32,2,4,6,9,3,4
87,20,20,26,4,1,6,12,1,2
87,21,21,20,3,1,3,16,12,5
87,22,22,1,4,2,16,2,10,15
87,23,23,19,2,4,12,13,16,14
87,24,24,3,1,2,8,4,9,14
87,25,25,24,4,1,3,9,11,12
87,26,26,29,1,4,15,1,5,13
87,27,27,2,1,4,1,8,5,11
87,28,28,16,2,4,16,1,9,7
87,29,29,30,2,1,7,12,10,9
87,30,30,13,1,2,15,9,1,6
87,31,31,15,3,4,14,16,1,7
87,32,32,17,1,4,2,5,11,4
93,28,28,1,,,16,1,9,7
94,4,4,25,1,3,11,13,10,9
94,3,3,9,2,4,16,15,4,10
94,2,2,17,4,3,2,1,10,3
94,1,1,29,3,2,7,2,11,14
94,5,5,31,4,3,13,6,10,14
94,6,6,4,1,3,6,2,8,7
94,7,7,21,1,4,6,4,16,8
94,8,8,3,2,3,14,15,5,3
94,9,9,24,2,3,3,15,8,14
94,10,10,5,2,4,13,3,1,4
94,11,11,12,3,1,6,11,15,12
94,12,12,13,2,3,11,15,4,7
94,13,13,14,4,1,9,2,5,14
94,14,14,20,4,3,4,2,13,12
94,15,15,8,1,3,12,8,10,5
94,16,16,23,3,1,13,5,7,6
94,17,17,26,4,1,8,11,13,16
94,18,18,6,2,4,3,7,10,8
94,19,19,1,1,4,6,9,3,4
94,20,20,28,2,3,6,12,1,2
94,21,21,18,1,4,3,16,12,5
94,22,22,30,4,3,16,2,10,15
94,23,23,7,1,2,12,13,16,14
94,24,24,19,4,3,8,4,9,14
94,25,25,15,3,2,3,9,11,12
94,26,26,11,1,4,15,1,5,13
94,27,27,27,4,2,1,8,5,11
94,28,28,22,1,3,16,1,9,7
94,29,29,32,2,3,7,12,10,9
94,30,30,2,1,2,15,9,1,6
94,31,31,16,1,4,14,16,1,7
94,32,32,10,2,4,2,5,11,4
96,4,4,17,1,4,11,13,10,9
96,3,3,22,2,4,16,15,4,10
96,2,2,7,2,3,2,1,10,3
96,1,1,5,3,2,7,2,11,14
96,5,5,1,4,3,13,6,10,14
96,6,6,16,3,2,6,2,8,7
96,7,7,21,3,2,6,4,16,8
96,8,8,23,2,4,14,15,5,3
96,9,9,28,2,1,3,15,8,14
96,10,10,24,1,3,13,3,1,4
96,11,11,20,3,1,6,11,15,12
96,12,12,26,2,3,11,15,4,7
96,13,13,15,3,1,9,2,5,14
96,14,14,13,4,1,4,2,13,12
96,15,15,32,1,3,12,8,10,5
96,16,16,6,2,4,13,5,7,6
96,17,17,14,2,3,8,11,13,16
96,18,18,2,4,3,3,7,10,8
96,19,19,18,1,2,6,9,3,4
96,20,20,25,2,1,6,12,1,2
96,21,21,11,3,1,3,16,12,5
96,22,22,4,4,3,16,2,10,15
96,23,23,12,1,2,12,13,16,14
96,24,24,30,1,3,8,4,9,14
96,25,25,10,4,2,3,9,11,12
96,26,26,31,1,2,15,1,5,13
96,27,27,8,4,1,1,8,5,11
96,28,28,19,4,3,16,1,9,7
96,29,29,27,2,4,7,12,10,9
96,30,30,29,1,2,15,9,1,6
96,31,31,9,2,3,14,16,1,7
96,32,32,3,3,4,2,5,11,4
116,4,4,27,1,3,11,13,10,9
116,3,3,15,1,4,16,15,4,10
116,2,2,13,2,3,2,1,10,3
116,1,1,7,1,2,7,2,11,14
116,5,5,17,2,3,13,6,10,14
116,6,6,18,3,2,6,2,8,7
116,7,7,2,4,2,6,4,16,8
116,8,8,9,2,4,14,15,5,3
116,9,9,8,3,1,3,15,8,14
116,10,10,23,3,4,13,3,1,4
116,11,11,29,2,3,6,11,15,12
116,12,12,10,4,3,11,15,4,7
116,13,13,12,4,1,9,2,5,14
116,14,14,32,4,1,4,2,13,12
116,15,15,28,2,3,12,8,10,5
116,16,16,16,3,1,13,5,7,6
116,17,17,22,1,3,8,11,13,16
116,18,18,11,4,3,3,7,10,8
116,19,19,19,1,2,6,9,3,4
116,20,20,5,2,4,6,12,1,2
116,21,21,6,2,1,3,16,12,5
116,22,22,24,1,3,16,2,10,15
116,23,23,4,3,2,12,13,16,14
116,24,24,3,1,2,8,4,9,14
116,25,25,25,3,2,3,9,11,12
116,26,26,30,1,4,15,1,5,13
116,27,27,14,2,1,1,8,5,11
116,28,28,1,4,3,16,1,9,7
116,29,29,21,1,3,7,12,10,9
116,30,30,26,1,2,15,9,1,6
116,31,31,31,2,3,14,16,1,7
116,32,32,20,3,4,2,5,11,4
102,4,4,32,1,3,11,13,10,9
102,3,3,29,1,3,16,15,4,10
102,2,2,16,4,1,2,1,10,3
102,1,1,20,1,2,7,2,11,14
102,5,5,2,1,3,13,6,10,14
102,6,6,10,4,2,6,2,8,7
102,7,7,14,3,4,6,4,16,8
102,8,8,17,2,4,14,15,5,3
102,9,9,15,2,3,3,15,8,14
102,10,10,25,1,3,13,3,1,4
102,11,11,12,2,4,6,11,15,12
102,12,12,18,4,3,11,15,4,7
102,13,13,26,4,2,9,2,5,14
102,14,14,9,3,2,4,2,13,12
102,15,15,23,1,2,12,8,10,5
102,16,16,5,3,2,13,5,7,6
102,17,17,30,4,1,8,11,13,16
102,18,18,31,2,4,3,7,10,8
102,19,19,27,2,3,6,9,3,4
102,20,20,21,2,3,6,12,1,2
102,21,21,22,2,1,3,16,12,5
102,22,22,28,1,2,16,2,10,15
102,23,23,6,3,1,12,13,16,14
102,24,24,3,4,1,8,4,9,14
102,25,25,1,3,4,3,9,11,12
102,26,26,13,1,2,15,1,5,13
102,27,27,19,4,2,1,8,5,11
102,28,28,7,1,2,16,1,9,7
102,29,29,8,1,3,7,12,10,9
102,30,30,4,1,3,15,9,1,6
102,31,31,11,2,3,14,16,1,7
102,32,32,24,3,1,2,5,11,4
125,4,4,26,1,3,11,13,10,9
125,3,3,17,2,3,16,15,4,10
125,2,2,21,3,1,2,1,10,3
125,1,1,16,4,2,7,2,11,14
125,5,5,30,4,3,13,6,10,14
125,6,6,11,1,3,6,2,8,7
125,7,7,19,3,4,6,4,16,8
125,8,8,32,1,4,14,15,5,3
125,9,9,28,4,3,3,15,8,14
125,10,10,6,2,1,13,3,1,4
125,11,11,14,2,1,6,11,15,12
125,12,12,18,1,4,11,15,4,7
125,13,13,7,4,2,9,2,5,14
125,14,14,24,4,2,4,2,13,12
125,15,15,22,1,2,12,8,10,5
125,16,16,4,2,3,13,5,7,6
125,17,17,5,2,1,8,11,13,16
125,18,18,23,2,1,3,7,10,8
125,19,19,31,2,3,6,9,3,4
125,20,20,12,2,4,6,12,1,2
125,21,21,29,4,1,3,16,12,5
125,22,22,15,4,2,16,2,10,15
125,23,23,27,4,2,12,13,16,14
125,24,24,25,4,1,8,4,9,14
125,25,25,1,3,1,3,9,11,12
125,26,26,20,3,2,15,1,5,13
125,27,27,13,4,2,1,8,5,11
125,28,28,2,3,4,16,1,9,7
125,29,29,3,2,1,7,12,10,9
125,30,30,10,1,3,15,9,1,6
125,31,31,9,1,3,14,16,1,7
125,32,32,8,3,1,2,5,11,4
126,4,4,29,3,2,11,13,10,9
126,3,3,28,2,4,16,15,4,10
126,2,2,6,1,3,2,1,10,3
126,1,1,13,1,3,7,2,11,14
126,5,5,19,4,2,13,6,10,14
126,6,6,32,3,2,6,2,8,7
126,7,7,16,3,1,6,4,16,8
126,8,8,27,2,4,14,15,5,3
126,9,9,2,2,1,3,15,8,14
126,10,10,7,1,4,13,3,1,4
126,11,11,26,3,1,6,11,15,12
126,12,12,8,2,3,11,15,4,7
126,13,13,1,3,1,9,2,5,14
126,14,14,24,2,3,4,2,13,12
126,15,15,21,2,1,12,8,10,5
126,16,16,14,3,1,13,5,7,6
126,17,17,17,1,3,8,11,13,16
126,18,18,11,4,3,3,7,10,8
126,19,19,3,1,4,6,9,3,4
126,20,20,30,2,1,6,12,1,2
126,21,21,9,2,1,3,16,12,5
126,22,22,5,4,2,16,2,10,15
126,23,23,15,3,2,12,13,16,14
126,24,24,25,1,3,8,4,9,14
126,25,25,10,3,2,3,9,11,12
126,26,26,31,1,2,15,1,5,13
126,27,27,23,2,1,1,8,5,11
126,28,28,18,4,3,16,1,9,7
126,29,29,4,1,4,7,12,10,9
126,30,30,20,1,4,15,9,1,6
126,31,31,22,2,3,14,16,1,7
126,32,32,12,2,4,2,5,11,4
117,15,15,1,,,12,8,10,5
106,17,17,1,,,8,11,13,16
111,27,27,1,,,1,8,5,11
108,9,9,1,,,3,15,8,14
110,15,15,1,,,12,8,10,5
137,4,4,27,2,4,11,13,10,9
137,3,3,31,2,3,16,15,4,10
137,2,2,32,2,3,2,1,10,3
137,1,1,30,4,2,7,2,11,14
137,5,5,21,4,3,13,6,10,14
137,6,6,15,4,2,6,2,8,7
137,7,7,8,3,2,6,4,16,8
137,8,8,28,1,4,14,15,5,3
137,9,9,7,4,1,3,15,8,14
137,10,10,25,1,2,13,3,1,4
137,11,11,22,3,4,6,11,15,12
137,12,12,14,2,3,11,15,4,7
137,13,13,10,4,2,9,2,5,14
137,14,14,16,3,1,4,2,13,12
137,15,15,19,4,1,12,8,10,5
137,16,16,20,2,1,13,5,7,6
137,17,17,11,3,1,8,11,13,16
137,18,18,24,2,3,3,7,10,8
137,19,19,12,1,3,6,9,3,4
137,20,20,4,1,4,6,12,1,2
137,21,21,2,4,3,3,16,12,5
137,22,22,3,4,3,16,2,10,15
137,23,23,9,4,1,12,13,16,14
137,24,24,13,4,2,8,4,9,14
137,25,25,29,3,1,3,9,11,12
137,26,26,23,1,2,15,1,5,13
137,27,27,6,4,1,1,8,5,11
137,28,28,1,1,3,16,1,9,7
137,29,29,18,1,2,7,12,10,9
137,30,30,17,1,3,15,9,1,6
137,31,31,5,1,2,14,16,1,7
137,32,32,26,2,1,2,5,11,4
134,4,4,24,1,3,11,13,10,9
134,3,3,18,2,3,16,15,4,10
134,2,2,22,3,1,2,1,10,3
134,1,1,16,3,2,7,2,11,14
134,5,5,7,2,3,13,6,10,14
134,6,6,15,1,2,6,2,8,7
134,7,7,26,3,4,6,4,16,8
134,8,8,31,1,4,14,15,5,3
134,9,9,27,4,3,3,15,8,14
134,10,10,8,1,4,13,3,1,4
134,11,11,12,2,3,6,11,15,12
134,12,12,2,1,3,11,15,4,7
134,13,13,28,4,2,9,2,5,14
134,14,14,9,4,2,4,2,13,12
134,15,15,14,1,2,12,8,10,5
134,16,16,19,2,3,13,5,7,6
134,17,17,17,2,1,8,11,13,16
134,18,18,3,2,1,3,7,10,8
134,19,19,13,2,3,6,9,3,4
134,20,20,4,2,4,6,12,1,2
134,21,21,5,4,1,3,16,12,5
134,22,22,25,4,2,16,2,10,15
134,23,23,6,1,3,12,13,16,14
134,24,24,29,4,2,8,4,9,14
134,25,25,23,3,1,3,9,11,12
134,26,26,32,3,2,15,1,5,13
134,27,27,11,4,1,1,8,5,11
134,28,28,20,1,2,16,1,9,7
134,29,29,30,2,1,7,12,10,9
134,30,30,10,2,3,15,9,1,6
134,31,31,21,1,3,14,16,1,7
134,32,32,1,3,1,2,5,11,4
141,4,4,32,1,4,11,13,10,9
141,3,3,14,1,3,16,15,4,10
141,2,2,23,2,1,2,1,10,3
141,1,1,1,1,2,7,2,11,14
141,5,5,12,1,3,13,6,10,14
141,6,6,30,4,2,6,2,8,7
141,7,7,9,4,2,6,4,16,8
141,8,8,10,1,4,14,15,5,3
141,9,9,24,3,1,3,15,8,14
141,10,10,16,3,2,13,3,1,4
141,11,11,29,2,3,6,11,15,12
141,12,12,5,2,3,11,15,4,7
141,13,13,4,4,2,9,2,5,14
141,14,14,25,4,2,4,2,13,12
141,15,15,7,2,3,12,8,10,5
141,16,16,17,3,2,13,5,7,6
141,17,17,19,1,2,8,11,13,16
141,18,18,21,2,1,3,7,10,8
141,19,19,20,1,4,6,9,3,4
141,20,20,13,3,4,6,12,1,2
141,21,21,28,2,1,3,16,12,5
141,22,22,2,1,2,16,2,10,15
141,23,23,31,3,1,12,13,16,14
141,24,24,22,1,2,8,4,9,14
141,25,25,8,4,1,3,9,11,12
141,26,26,18,2,3,15,1,5,13
141,27,27,26,1,3,1,8,5,11
141,28,28,11,4,3,16,1,9,7
141,29,29,27,1,4,7,12,10,9
141,30,30,6,4,2,15,9,1,6
141,31,31,3,3,2,14,16,1,7
141,32,32,15,3,1,2,5,11,4
143,4,4,2,1,3,11,13,10,9
143,3,3,29,2,4,16,15,4,10
143,2,2,22,1,3,2,1,10,3
143,1,1,30,2,3,7,2,11,14
143,5,5,27,4,3,13,6,10,14
143,6,6,13,2,3,6,2,8,7
143,7,7,23,3,2,6,4,16,8
143,8,8,12,2,1,14,15,5,3
143,9,9,31,2,4,3,15,8,14
143,10,10,14,3,4,13,3,1,4
143,11,11,9,3,4,6,11,15,12
143,12,12,20,2,3,11,15,4,7
143,13,13,7,2,1,9,2,5,14
143,14,14,18,2,4,4,2,13,12
143,15,15,19,2,1,12,8,10,5
143,16,16,17,3,1,13,5,7,6
143,17,17,11,4,3,8,11,13,16
143,18,18,10,2,3,3,7,10,8
143,19,19,5,1,4,6,9,3,4
143,20,20,8,4,2,6,12,1,2
143,21,21,1,4,3,3,16,12,5
143,22,22,25,4,3,16,2,10,15
143,23,23,32,3,1,12,13,16,14
143,24,24,16,1,2,8,4,9,14
143,25,25,3,1,4,3,9,11,12
143,26,26,21,1,4,15,1,5,13
143,27,27,24,2,4,1,8,5,11
143,28,28,4,4,3,16,1,9,7
143,29,29,26,1,2,7,12,10,9
143,30,30,28,1,4,15,9,1,6
143,31,31,15,2,1,14,16,1,7
143,32,32,6,1,4,2,5,11,4
146,4,4,29,1,3,11,13,10,9
146,3,3,20,1,4,16,15,4,10
146,2,2,11,2,3,2,1,10,3
146,1,1,9,3,4,7,2,11,14
146,5,5,19,4,3,13,6,10,14
146,6,6,31,3,1,6,2,8,7
146,7,7,5,4,2,6,4,16,8
146,8,8,3,2,4,14,15,5,3
146,9,9,27,2,4,3,15,8,14
146,10,10,25,3,1,13,3,1,4
146,11,11,7,2,1,6,11,15,12
146,12,12,28,1,3,11,15,4,7
146,13,13,16,3,4,9,2,5,14
146,14,14,17,2,3,4,2,13,12
146,15,15,13,2,3,12,8,10,5
146,16,16,1,3,1,13,5,7,6
146,17,17,32,1,3,8,11,13,16
146,18,18,8,4,3,3,7,10,8
146,19,19,23,3,1,6,9,3,4
146,20,20,4,2,1,6,12,1,2
146,21,21,10,2,1,3,16,12,5
146,22,22,26,1,3,16,2,10,15
146,23,23,2,3,2,12,13,16,14
146,24,24,12,1,2,8,4,9,14
146,25,25,14,3,4,3,9,11,12
146,26,26,24,1,4,15,1,5,13
146,27,27,15,2,3,1,8,5,11
146,28,28,22,1,3,16,1,9,7
146,29,29,18,1,3,7,12,10,9
146,30,30,21,1,4,15,9,1,6
146,31,31,30,2,1,14,16,1,7
146,32,32,6,3,4,2,5,11,4
149,4,4,19,2,3,11,13,10,9
149,3,3,14,2,4,16,15,4,10
149,2,2,30,2,3,2,1,10,3
149,1,1,28,1,2,7,2,11,14
149,5,5,29,1,3,13,6,10,14
149,6,6,25,4,2,6,2,8,7
149,7,7,17,4,2,6,4,16,8
149,8,8,20,3,4,14,15,5,3
149,9,9,4,2,3,3,15,8,14
149,10,10,23,1,4,13,3,1,4
149,11,11,15,3,1,6,11,15,12
149,12,12,6,2,1,11,15,4,7
149,13,13,27,3,2,9,2,5,14
149,14,14,32,3,1,4,2,13,12
149,15,15,31,4,3,12,8,10,5
149,16,16,11,1,4,13,5,7,6
149,17,17,24,3,2,8,11,13,16
149,18,18,9,2,3,3,7,10,8
149,19,19,10,3,1,6,9,3,4
149,20,20,7,2,4,6,12,1,2
149,21,21,5,4,2,3,16,12,5
149,22,22,12,4,3,16,2,10,15
149,23,23,26,2,3,12,13,16,14
149,24,24,16,4,2,8,4,9,14
149,25,25,13,4,2,3,9,11,12
149,26,26,22,4,2,15,1,5,13
149,27,27,18,3,2,1,8,5,11
149,28,28,3,4,3,16,1,9,7
149,29,29,2,2,3,7,12,10,9
149,30,30,21,1,2,15,9,1,6
149,31,31,1,4,3,14,16,1,7
149,32,32,8,2,1,2,5,11,4
152,4,4,4,2,4,11,13,10,9
152,3,3,30,2,4,16,15,4,10
152,2,2,28,4,3,2,1,10,3
152,1,1,13,4,1,7,2,11,14
152,5,5,7,4,2,13,6,10,14
152,6,6,3,2,1,6,2,8,7
152,7,7,24,3,1,6,4,16,8
152,8,8,2,2,1,14,15,5,3
152,9,9,25,2,3,3,15,8,14
152,10,10,27,2,1,13,3,1,4
152,11,11,20,3,1,6,11,15,12
152,12,12,31,2,1,11,15,4,7
152,13,13,26,3,1,9,2,5,14
152,14,14,16,2,3,4,2,13,12
152,15,15,11,4,2,12,8,10,5
152,16,16,6,2,4,13,5,7,6
152,17,17,21,4,2,8,11,13,16
152,18,18,9,1,2,3,7,10,8
152,19,19,5,3,2,6,9,3,4
152,20,20,17,4,1,6,12,1,2
152,21,21,1,4,2,3,16,12,5
152,22,22,19,4,3,16,2,10,15
152,23,23,15,4,2,12,13,16,14
152,24,24,22,4,3,8,4,9,14
152,25,25,10,1,2,3,9,11,12
152,26,26,23,1,4,15,1,5,13
152,27,27,12,3,2,1,8,5,11
152,28,28,32,1,3,16,1,9,7
152,29,29,18,2,4,7,12,10,9
152,30,30,14,1,2,15,9,1,6
152,31,31,8,1,4,14,16,1,7
152,32,32,29,2,4,2,5,11,4
139,3,3,3,2,3,16,15,4,10
139,2,2,12,3,1,2,1,10,3
139,6,6,4,4,2,6,2,8,7
139,8,8,8,2,4,14,15,5,3
139,9,9,1,2,1,3,15,8,14
139,11,11,6,3,4,6,11,15,12
139,14,14,7,3,2,4,2,13,12
139,16,16,5,1,4,13,5,7,6
139,19,19,9,2,4,6,9,3,4
139,27,27,2,3,1,1,8,5,11
139,28,28,13,,,16,1,9,7
139,29,29,11,1,2,7,12,10,9
139,31,31,10,1,3,14,16,1,7
144,1,1,15,,,7,2,11,14
144,5,5,1,4,2,13,6,10,14
144,6,6,9,4,1,6,2,8,7
144,7,7,10,3,2,6,4,16,8
144,10,10,14,3,4,13,3,1,4
144,11,11,7,2,1,6,11,15,12
