RID,DESIGN_ROW,SCENARIO,SEQ,pref1,pref4,a1_x1,a2_x1,a3_x1,a4_x1
838,2,2,18,1,3,2,1,10,3
838,1,1,25,4,3,7,2,11,14
838,5,5,12,4,2,13,6,10,14
838,6,6,17,2,3,6,2,8,7
838,7,7,27,2,4,6,4,16,8
838,8,8,31,2,4,14,15,5,3
838,9,9,30,4,3,3,15,8,14
838,10,10,23,2,1,13,3,1,4
838,11,11,3,3,2,6,11,15,12
838,12,12,28,2,1,11,15,4,7
838,13,13,20,4,1,9,2,5,14
838,14,14,14,2,4,4,2,13,12
838,15,15,29,4,1,12,8,10,5
838,16,16,8,2,4,13,5,7,6
838,17,17,2,3,1,8,11,13,16
838,18,18,19,2,4,3,7,10,8
838,19,19,7,1,2,6,9,3,4
838,20,20,13,4,2,6,12,1,2
838,21,21,5,4,3,3,16,12,5
838,22,22,15,4,1,16,2,10,15
838,23,23,24,4,1,12,13,16,14
838,24,24,26,4,1,8,4,9,14
838,25,25,21,1,3,3,9,11,12
838,26,26,32,3,4,15,1,5,13
838,27,27,1,3,2,1,8,5,11
838,28,28,22,2,3,16,1,9,7
838,29,29,6,1,4,7,12,10,9
838,30,30,11,1,2,15,9,1,6
838,31,31,10,1,2,14,16,1,7
838,32,32,16,2,3,2,5,11,4
827,12,12,1,,,11,15,4,7
811,14,14,1,,,4,2,13,12
824,17,17,1,,,8,11,13,16
819,2,2,1,2,3,2,1,10,3
819,10,10,2,3,1,13,3,1,4
819,20,20,3,,,6,12,1,2
814,4,4,2,2,3,11,13,10,9
814,9,9,1,2,1,3,15,8,14
814,16,16,3,,,13,5,7,6
829,15,15,1,,,12,8,10,5
812,4,4,1,2,3,11,13,10,9
812,8,8,4,2,4,14,15,5,3
812,9,9,3,2,3,3,15,8,14
812,12,12,6,,,11,15,4,7
812,18,18,5,4,1,3,7,10,8
812,28,28,2,3,2,16,1,9,7
830,2,2,1,1,3,2,1,10,3
830,26,26,2,,,15,1,5,13
850,4,4,30,2,4,11,13,10,9
850,3,3,6,2,1,16,15,4,10
850,2,2,3,4,1,2,1,10,3
850,1,1,31,1,2,7,2,11,14
850,5,5,19,1,2,13,6,10,14
850,6,6,21,4,1,6,2,8,7
850,7,7,20,4,1,6,4,16,8
850,8,8,5,3,4,14,15,5,3
850,9,9,25,2,1,3,15,8,14
850,10,10,1,1,3,13,3,1,4
850,11,11,9,2,1,6,11,15,12
850,12,12,29,2,3,11,15,4,7
850,13,13,26,3,2,9,2,5,14
850,14,14,17,3,2,4,2,13,12
850,15,15,16,2,3,12,8,10,5
850,16,16,7,2,4,13,5,7,6
850,17,17,24,3,1,8,11,13,16
850,18,18,23,2,3,3,7,10,8
850,19,19,32,3,1,6,9,3,4
850,20,20,10,2,1,6,12,1,2
850,21,21,28,4,1,3,16,12,5
850,22,22,12,4,2,16,2,10,15
850,23,23,2,2,4,12,13,16,14
850,24,24,15,1,3,8,4,9,14
850,25,25,18,3,2,3,9,11,12
850,26,26,4,3,2,15,1,5,13
850,27,27,11,2,1,1,8,5,11
850,28,28,27,4,3,16,1,9,7
850,29,29,8,1,3,7,12,10,9
850,30,30,14,1,4,15,9,1,6
850,31,31,22,4,3,14,16,1,7
850,32,32,13,2,1,2,5,11,4
841,9,9,2,,,3,15,8,14
841,28,28,1,4,3,16,1,9,7
853,4,4,19,2,4,11,13,10,9
853,3,3,12,2,3,16,15,4,10
853,2,2,3,2,4,2,1,10,3
853,1,1,24,1,4,7,2,11,14
853,5,5,32,1,4,13,6,10,14
853,6,6,14,4,1,6,2,8,7
853,7,7,25,3,1,6,4,16,8
853,8,8,2,2,1,14,15,5,3
853,9,9,7,2,4,3,15,8,14
853,10,10,21,3,2,13,3,1,4
853,11,11,9,4,1,6,11,15,12
853,12,12,16,1,3,11,15,4,7
853,13,13,27,3,4,9,2,5,14
853,14,14,11,3,1,4,2,13,12
853,15,15,15,1,2,12,8,10,5
853,16,16,17,1,4,13,5,7,6
853,17,17,8,3,1,8,11,13,16
853,18,18,5,2,1,3,7,10,8
853,19,19,30,2,1,6,9,3,4
853,20,20,4,2,1,6,12,1,2
853,21,21,22,3,1,3,16,12,5
853,22,22,26,4,3,16,2,10,15
853,23,23,1,1,4,12,13,16,14
853,24,24,23,1,4,8,4,9,14
853,25,25,31,4,1,3,9,11,12
853,26,26,20,2,3,15,1,5,13
853,27,27,29,1,2,1,8,5,11
853,28,28,28,2,3,16,1,9,7
853,29,29,18,2,4,7,12,10,9
853,30,30,6,3,4,15,9,1,6
853,31,31,13,3,1,14,16,1,7
853,32,32,10,2,4,2,5,11,4
844,5,5,1,1,4,13,6,10,14
844,9,9,2,,,3,15,8,14
842,4,4,3,1,4,11,13,10,9
842,10,10,2,2,4,13,3,1,4
842,16,16,1,3,1,13,5,7,6
842,24,24,4,1,3,8,4,9,14
842,29,29,5,,,7,12,10,9
849,4,4,20,2,4,11,13,10,9
849,3,3,18,2,4,16,15,4,10
849,2,2,7,1,2,2,1,10,3
849,1,1,17,4,3,7,2,11,14
849,5,5,24,1,3,13,6,10,14
849,6,6,16,1,3,6,2,8,7
849,8,8,15,2,4,14,15,5,3
849,11,11,4,3,2,6,11,15,12
849,13,13,6,4,1,9,2,5,14
849,14,14,1,3,4,4,2,13,12
849,15,15,9,2,1,12,8,10,5
849,16,16,23,1,3,13,5,7,6
849,17,17,3,3,2,8,11,13,16
849,18,18,13,1,3,3,7,10,8
849,19,19,10,1,2,6,9,3,4
849,20,20,8,1,2,6,12,1,2
849,23,23,25,,,12,13,16,14
849,24,24,11,4,2,8,4,9,14
849,25,25,5,1,3,3,9,11,12
849,26,26,14,1,2,15,1,5,13
849,27,27,2,2,4,1,8,5,11
849,29,29,21,1,2,7,12,10,9
849,30,30,22,1,3,15,9,1,6
849,31,31,12,1,3,14,16,1,7
849,32,32,19,1,4,2,5,11,4
848,25,25,1,,,3,9,11,12
856,19,19,1,,,6,9,3,4
851,28,28,1,,,16,1,9,7
868,4,4,6,4,1,11,13,10,9
868,3,3,7,4,3,16,15,4,10
868,2,2,16,3,1,2,1,10,3
868,1,1,8,4,2,7,2,11,14
868,5,5,2,3,2,13,6,10,14
868,6,6,26,4,1,6,2,8,7
868,7,7,21,3,1,6,4,16,8
868,8,8,17,1,3,14,15,5,3
868,9,9,15,4,1,3,15,8,14
868,10,10,10,3,4,13,3,1,4
868,11,11,25,2,1,6,11,15,12
868,12,12,22,1,3,11,15,4,7
868,13,13,11,1,2,9,2,5,14
868,14,14,31,3,1,4,2,13,12
868,15,15,13,3,1,12,8,10,5
868,16,16,3,2,4,13,5,7,6
868,17,17,9,3,2,8,11,13,16
868,18,18,30,3,4,3,7,10,8
868,19,19,5,2,1,6,9,3,4
868,20,20,27,3,1,6,12,1,2
868,21,21,18,3,2,3,16,12,5
868,22,22,29,3,1,16,2,10,15
868,23,23,4,2,1,12,13,16,14
868,24,24,24,3,2,8,4,9,14
868,25,25,1,4,3,3,9,11,12
868,26,26,12,4,2,15,1,5,13
868,27,27,20,4,2,1,8,5,11
868,28,28,19,3,4,16,1,9,7
868,29,29,32,4,1,7,12,10,9
868,30,30,23,2,4,15,9,1,6
868,31,31,28,4,2,14,16,1,7
868,32,32,14,2,4,2,5,11,4
857,4,4,1,2,3,11,13,10,9
857,2,2,10,,,2,1,10,3
857,9,9,4,2,3,3,15,8,14
857,10,10,3,1,4,13,3,1,4
857,12,12,5,2,3,11,15,4,7
857,15,15,8,4,1,12,8,10,5
857,18,18,9,3,4,3,7,10,8
857,23,23,6,2,3,12,13,16,14
857,25,25,7,3,1,3,9,11,12
857,32,32,2,2,1,2,5,11,4
865,4,4,7,2,3,11,13,10,9
865,3,3,29,2,3,16,15,4,10
865,2,2,23,2,1,2,1,10,3
865,1,1,25,1,2,7,2,11,14
865,5,5,30,1,3,13,6,10,14
865,6,6,22,4,2,6,2,8,7
865,7,7,27,3,2,6,4,16,8
865,8,8,8,2,4,14,15,5,3
865,9,9,5,2,1,3,15,8,14
865,10,10,16,3,4,13,3,1,4
865,11,11,32,3,1,6,11,15,12
865,12,12,6,2,3,11,15,4,7
865,13,13,4,3,2,9,2,5,14
865,14,14,17,4,2,4,2,13,12
865,15,15,14,4,3,12,8,10,5
865,16,16,9,2,3,13,5,7,6
865,17,17,20,4,1,8,11,13,16
865,18,18,11,2,1,3,7,10,8
865,19,19,21,1,4,6,9,3,4
865,20,20,19,2,4,6,12,1,2
865,21,21,15,4,1,3,16,12,5
865,22,22,13,1,2,16,2,10,15
865,23,23,28,1,4,12,13,16,14
865,24,24,1,3,2,8,4,9,14
865,25,25,26,4,1,3,9,11,12
865,26,26,10,1,4,15,1,5,13
865,27,27,3,3,2,1,8,5,11
865,28,28,2,2,3,16,1,9,7
865,29,29,18,2,3,7,12,10,9
865,30,30,24,1,2,15,9,1,6
865,31,31,12,2,4,14,16,1,7
865,32,32,31,2,1,2,5,11,4
871,4,4,18,2,3,11,13,10,9
871,3,3,29,2,4,16,15,4,10
871,2,2,6,2,3,2,1,10,3
871,1,1,10,4,1,7,2,11,14
871,5,5,9,4,3,13,6,10,14
871,6,6,32,1,3,6,2,8,7
871,7,7,27,1,4,6,4,16,8
871,8,8,5,2,4,14,15,5,3
871,9,9,30,2,3,3,15,8,14
871,10,10,15,3,4,13,3,1,4
871,11,11,4,3,1,6,11,15,12
871,12,12,31,2,3,11,15,4,7
871,13,13,22,3,1,9,2,5,14
871,14,14,17,3,1,4,2,13,12
871,15,15,8,4,3,12,8,10,5
871,16,16,13,1,3,13,5,7,6
871,17,17,24,4,1,8,11,13,16
871,18,18,16,2,3,3,7,10,8
871,19,19,1,1,2,6,9,3,4
871,20,20,20,3,4,6,12,1,2
871,21,21,7,4,1,3,16,12,5
871,22,22,2,4,3,16,2,10,15
871,23,23,19,3,1,12,13,16,14
871,24,24,28,4,3,8,4,9,14
871,25,25,11,3,2,3,9,11,12
871,26,26,26,1,4,15,1,5,13
871,27,27,14,2,4,1,8,5,11
871,28,28,3,2,3,16,1,9,7
871,29,29,25,2,4,7,12,10,9
871,30,30,21,1,2,15,9,1,6
871,31,31,12,1,4,14,16,1,7
871,32,32,23,2,4,2,5,11,4
862,27,27,1,,,1,8,5,11
860,2,2,10,3,1,2,1,10,3
860,6,6,14,3,2,6,2,8,7
860,9,9,8,3,1,3,15,8,14
860,12,12,17,,,11,15,4,7
860,13,13,12,3,2,9,2,5,14
860,14,14,11,3,2,4,2,13,12
860,15,15,15,2,1,12,8,10,5
860,16,16,2,3,4,13,5,7,6
860,17,17,6,1,2,8,11,13,16
860,19,19,5,2,4,6,9,3,4
860,20,20,3,2,4,6,12,1,2
860,21,21,16,2,1,3,16,12,5
860,22,22,4,1,2,16,2,10,15
860,25,25,9,3,1,3,9,11,12
860,27,27,1,2,1,1,8,5,11
860,28,28,13,4,2,16,1,9,7
860,29,29,7,1,2,7,12,10,9
869,7,7,4,,,6,4,16,8
869,13,13,3,2,4,9,2,5,14
869,17,17,1,3,2,8,11,13,16
869,22,22,2,4,3,16,2,10,15
880,4,4,23,1,3,11,13,10,9
880,3,3,27,2,4,16,15,4,10
880,2,2,20,1,3,2,1,10,3
880,1,1,32,1,2,7,2,11,14
880,5,5,18,1,3,13,6,10,14
880,6,6,2,4,2,6,2,8,7
880,7,7,21,4,2,6,4,16,8
880,8,8,22,3,4,14,15,5,3
880,9,9,7,2,4,3,15,8,14
880,10,10,6,1,4,13,3,1,4
880,11,11,15,3,1,6,11,15,12
880,12,12,24,4,3,11,15,4,7
880,13,13,1,3,2,9,2,5,14
880,14,14,10,3,2,4,2,13,12
880,15,15,11,4,3,12,8,10,5
880,16,16,9,2,4,13,5,7,6
880,17,17,19,1,4,8,11,13,16
880,18,18,31,2,1,3,7,10,8
880,19,19,17,3,1,6,9,3,4
880,20,20,16,2,1,6,12,1,2
880,21,21,8,4,1,3,16,12,5
880,22,22,13,4,3,16,2,10,15
880,23,23,14,1,3,12,13,16,14
880,24,24,29,1,3,8,4,9,14
880,25,25,3,3,2,3,9,11,12
880,26,26,25,3,2,15,1,5,13
880,27,27,28,3,1,1,8,5,11
880,28,28,5,4,3,16,1,9,7
880,29,29,26,1,3,7,12,10,9
880,30,30,4,1,4,15,9,1,6
880,31,31,12,4,3,14,16,1,7
880,32,32,30,2,4,2,5,11,4
885,4,4,17,3,1,11,13,10,9
885,3,3,23,1,4,16,15,4,10
885,2,2,4,4,3,2,1,10,3
885,1,1,5,1,4,7,2,11,14
885,5,5,10,4,1,13,6,10,14
885,6,6,15,4,1,6,2,8,7
885,7,7,25,3,1,6,4,16,8
885,8,8,27,3,1,14,15,5,3
885,9,9,16,2,3,3,15,8,14
885,10,10,9,2,1,13,3,1,4
885,11,11,30,4,1,6,11,15,12
885,12,12,7,4,1,11,15,4,7
885,13,13,12,3,1,9,2,5,14
885,14,14,19,4,3,4,2,13,12
885,15,15,14,1,3,12,8,10,5
885,16,16,1,2,4,13,5,7,6
885,17,17,2,4,2,8,11,13,16
885,18,18,24,2,3,3,7,10,8
885,19,19,8,4,1,6,9,3,4
885,20,20,21,2,1,6,12,1,2
885,21,21,28,4,1,3,16,12,5
885,22,22,11,1,3,16,2,10,15
885,23,23,13,1,2,12,13,16,14
885,24,24,29,4,3,8,4,9,14
885,25,25,3,4,3,3,9,11,12
885,26,26,22,3,4,15,1,5,13
885,27,27,20,3,4,1,8,5,11
885,28,28,18,4,3,16,1,9,7
885,29,29,26,1,3,7,12,10,9
885,30,30,31,1,4,15,9,1,6
885,31,31,6,4,1,14,16,1,7
885,32,32,32,2,3,2,5,11,4
889,4,4,19,2,4,11,13,10,9
889,3,3,27,1,3,16,15,4,10
889,2,2,20,3,1,2,1,10,3
889,1,1,8,3,2,7,2,11,14
889,5,5,2,4,3,13,6,10,14
889,6,6,3,1,2,6,2,8,7
889,7,7,18,1,2,6,4,16,8
889,8,8,11,3,4,14,15,5,3
889,9,9,9,3,1,3,15,8,14
889,10,10,25,1,3,13,3,1,4
889,11,11,14,2,4,6,11,15,12
889,12,12,6,1,3,11,15,4,7
889,13,13,32,4,2,9,2,5,14
889,14,14,31,3,2,4,2,13,12
889,15,15,12,4,1,12,8,10,5
889,16,16,29,3,1,13,5,7,6
889,17,17,13,2,4,8,11,13,16
889,18,18,7,1,3,3,7,10,8
889,19,19,1,2,4,6,9,3,4
889,20,20,24,1,4,6,12,1,2
889,21,21,10,4,3,3,16,12,5
889,22,22,28,1,2,16,2,10,15
889,23,23,22,2,1,12,13,16,14
889,24,24,21,4,2,8,4,9,14
889,25,25,16,3,4,3,9,11,12
889,26,26,30,4,2,15,1,5,13
889,27,27,26,3,1,1,8,5,11
889,28,28,15,4,2,16,1,9,7
889,29,29,23,1,2,7,12,10,9
889,30,30,5,4,3,15,9,1,6
889,31,31,17,4,3,14,16,1,7
889,32,32,4,2,1,2,5,11,4
887,4,4,7,1,3,11,13,10,9
887,3,3,19,1,3,16,15,4,10
887,2,2,11,3,2,2,1,10,3
887,1,1,8,1,3,7,2,11,14
887,5,5,18,3,2,13,6,10,14
887,6,6,12,3,4,6,2,8,7
887,7,7,25,3,2,6,4,16,8
887,8,8,32,1,4,14,15,5,3
887,9,9,4,3,2,3,15,8,14
887,10,10,20,1,2,13,3,1,4
887,11,11,14,2,3,6,11,15,12
887,12,12,28,4,3,11,15,4,7
887,13,13,26,1,2,9,2,5,14
887,14,14,5,1,3,4,2,13,12
887,15,15,10,2,3,12,8,10,5
887,16,16,27,3,4,13,5,7,6
887,17,17,3,4,1,8,11,13,16
887,18,18,9,2,4,3,7,10,8
887,19,19,21,2,3,6,9,3,4
887,20,20,31,2,4,6,12,1,2
887,21,21,30,2,1,3,16,12,5
887,22,22,22,1,2,16,2,10,15
887,23,23,24,3,1,12,13,16,14
887,24,24,23,3,2,8,4,9,14
887,25,25,16,2,1,3,9,11,12
887,26,26,17,3,2,15,1,5,13
887,27,27,2,4,1,1,8,5,11
887,28,28,15,1,2,16,1,9,7
887,29,29,1,4,3,7,12,10,9
887,30,30,13,2,1,15,9,1,6
887,31,31,6,2,3,14,16,1,7
887,32,32,29,3,1,2,5,11,4
879,1,1,1,,,7,2,11,14
878,27,27,1,,,1,8,5,11
882,28,28,1,,,16,1,9,7
883,17,17,1,,,8,11,13,16
891,4,4,14,1,3,11,13,10,9
891,3,3,11,2,4,16,15,4,10
891,2,2,7,4,1,2,1,10,3
891,1,1,2,1,2,7,2,11,14
891,5,5,31,4,3,13,6,10,14
891,6,6,9,3,2,6,2,8,7
891,7,7,16,4,1,6,4,16,8
891,8,8,4,3,1,14,15,5,3
891,9,9,25,2,1,3,15,8,14
891,10,10,28,1,3,13,3,1,4
891,11,11,30,3,1,6,11,15,12
891,12,12,6,2,4,11,15,4,7
891,13,13,32,3,2,9,2,5,14
891,14,14,8,1,2,4,2,13,12
891,15,15,10,1,3,12,8,10,5
891,16,16,24,2,4,13,5,7,6
891,17,17,20,1,2,8,11,13,16
891,18,18,12,4,3,3,7,10,8
891,19,19,18,4,2,6,9,3,4
891,20,20,17,2,4,6,12,1,2
891,21,21,21,4,2,3,16,12,5
891,22,22,22,4,2,16,2,10,15
891,23,23,29,1,3,12,13,16,14
891,24,24,1,2,3,8,4,9,14
891,25,25,27,4,2,3,9,11,12
891,26,26,23,1,2,15,1,5,13
891,27,27,13,3,1,1,8,5,11
891,28,28,5,1,3,16,1,9,7
891,29,29,15,2,3,7,12,10,9
891,30,30,3,1,2,15,9,1,6
891,31,31,26,1,3,14,16,1,7
891,32,32,19,2,1,2,5,11,4
886,30,30,1,,,15,9,1,6
890,4,4,7,1,3,11,13,10,9
890,1,1,11,4,2,7,2,11,14
890,5,5,8,4,3,13,6,10,14
890,6,6,6,4,2,6,2,8,7
890,7,7,10,3,4,6,4,16,8
890,8,8,18,,,14,15,5,3
890,9,9,15,4,3,3,15,8,14
890,12,12,16,1,3,11,15,4,7
890,14,14,4,4,2,4,2,13,12
890,16,16,2,1,2,13,5,7,6
890,19,19,1,1,3,6,9,3,4
890,20,20,5,2,4,6,12,1,2
890,23,23,17,3,2,12,13,16,14
890,26,26,14,4,3,15,1,5,13
890,27,27,3,4,3,1,8,5,11
890,28,28,13,1,3,16,1,9,7
890,30,30,12,3,2,15,9,1,6
890,32,32,9,3,1,2,5,11,4
888,3,3,4,3,4,16,15,4,10
888,1,1,1,4,1,7,2,11,14
888,10,10,7,1,3,13,3,1,4
888,11,11,8,3,4,6,11,15,12
888,13,13,3,3,1,9,2,5,14
888,22,22,9,,,16,2,10,15
888,25,25,6,1,4,3,9,11,12
888,27,27,2,3,2,1,8,5,11
888,29,29,5,3,2,7,12,10,9
898,4,4,21,2,3,11,13,10,9
898,3,3,14,2,3,16,15,4,10
898,2,2,2,3,2,2,1,10,3
898,1,1,26,1,2,7,2,11,14
898,5,5,1,1,3,13,6,10,14
898,6,6,12,1,2,6,2,8,7
898,7,7,27,1,2,6,4,16,8
898,8,8,15,1,4,14,15,5,3
898,9,9,6,4,1,3,15,8,14
898,10,10,5,1,3,13,3,1,4
898,11,11,23,3,1,6,11,15,12
898,12,12,8,4,3,11,15,4,7
898,13,13,11,3,2,9,2,5,14
898,14,14,29,3,2,4,2,13,12
898,15,15,20,4,3,12,8,10,5
898,16,16,13,1,4,13,5,7,6
898,17,17,17,3,4,8,11,13,16
898,18,18,19,2,1,3,7,10,8
898,19,19,10,1,3,6,9,3,4
898,20,20,32,1,4,6,12,1,2
898,21,21,4,4,1,3,16,12,5
898,22,22,9,4,2,16,2,10,15
898,23,23,24,2,3,12,13,16,14
898,24,24,28,4,2,8,4,9,14
898,25,25,3,3,1,3,9,11,12
898,26,26,25,3,2,15,1,5,13
898,27,27,16,3,1,1,8,5,11
898,28,28,31,4,3,16,1,9,7
898,29,29,18,1,4,7,12,10,9
898,30,30,30,1,2,15,9,1,6
898,31,31,22,4,3,14,16,1,7
898,32,32,7,2,1,2,5,11,4
892,24,24,1,1,2,8,4,9,14
892,26,26,2,,,15,1,5,13
893,4,4,1,4,1,11,13,10,9
893,3,3,19,,,16,15,4,10
893,1,1,7,1,3,7,2,11,14
893,5,5,11,2,1,13,6,10,14
893,7,7,14,4,2,6,4,16,8
893,10,10,18,3,1,13,3,1,4
893,13,13,10,3,4,9,2,5,14
893,15,15,2,2,1,12,8,10,5
893,16,16,5,3,1,13,5,7,6
893,17,17,8,1,2,8,11,13,16
893,18,18,9,4,3,3,7,10,8
893,19,19,15,3,4,6,9,3,4
893,20,20,4,3,2,6,12,1,2
893,21,21,6,4,3,3,16,12,5
893,22,22,13,4,3,16,2,10,15
893,24,24,17,1,2,8,4,9,14
893,27,27,3,2,4,1,8,5,11
893,28,28,16,4,3,16,1,9,7
893,30,30,12,1,2,15,9,1,6
894,26,26,1,,,15,1,5,13
900,6,6,1,,,6,2,8,7
895,19,19,1,,,6,9,3,4
896,25,25,1,,,3,9,11,12
897,1,1,1,,,7,2,11,14
912,4,4,11,2,4,11,13,10,9
912,3,3,20,2,3,16,15,4,10
912,2,2,4,4,3,2,1,10,3
912,1,1,31,1,3,7,2,11,14
912,5,5,24,1,4,13,6,10,14
912,6,6,19,4,3,6,2,8,7
912,7,7,25,3,4,6,4,16,8
912,8,8,17,2,1,14,15,5,3
912,9,9,15,2,4,3,15,8,14
912,10,10,29,2,1,13,3,1,4
912,11,11,28,3,2,6,11,15,12
912,12,12,16,2,1,11,15,4,7
912,13,13,27,3,1,9,2,5,14
912,14,14,18,2,3,4,2,13,12
912,15,15,7,4,3,12,8,10,5
912,16,16,13,2,1,13,5,7,6
912,17,17,5,4,2,8,11,13,16
912,18,18,21,1,4,3,7,10,8
912,19,19,8,3,2,6,9,3,4
912,20,20,1,3,2,6,12,1,2
912,21,21,30,2,3,3,16,12,5
912,22,22,10,4,3,16,2,10,15
912,23,23,26,3,2,12,13,16,14
912,24,24,14,4,3,8,4,9,14
912,25,25,32,1,2,3,9,11,12
912,26,26,12,1,4,15,1,5,13
912,27,27,3,3,4,1,8,5,11
912,28,28,23,1,3,16,1,9,7
912,29,29,2,1,4,7,12,10,9
912,30,30,6,1,2,15,9,1,6
912,31,31,22,3,1,14,16,1,7
912,32,32,9,1,3,2,5,11,4
901,3,3,3,2,1,16,15,4,10
901,8,8,4,3,1,14,15,5,3
901,13,13,5,3,2,9,2,5,14
901,15,15,2,1,3,12,8,10,5
901,22,22,6,4,1,16,2,10,15
901,29,29,7,,,7,12,10,9
901,32,32,1,2,1,2,5,11,4
903,6,6,7,4,1,6,2,8,7
903,9,9,4,3,4,3,15,8,14
903,14,14,2,2,3,4,2,13,12
903,15,15,8,4,3,12,8,10,5
903,19,19,3,3,1,6,9,3,4
903,24,24,5,3,4,8,4,9,14
903,27,27,1,2,4,1,8,5,11
903,31,31,9,,,14,16,1,7
903,32,32,6,2,3,2,5,11,4
904,21,21,1,,,3,16,12,5
908,16,16,1,,,13,5,7,6
918,13,13,1,,,9,2,5,14
917,23,23,1,,,12,13,16,14
920,18,18,1,,,3,7,10,8
924,4,4,5,2,4,11,13,10,9
924,3,3,11,2,3,16,15,4,10
924,2,2,27,1,3,2,1,10,3
924,1,1,1,1,2,7,2,11,14
924,5,5,12,1,3,13,6,10,14
924,6,6,21,4,3,6,2,8,7
924,7,7,18,3,4,6,4,16,8
924,8,8,17,2,3,14,15,5,3
924,9,9,23,2,3,3,15,8,14
924,10,10,26,3,4,13,3,1,4
924,11,11,19,4,2,6,11,15,12
924,12,12,7,2,3,11,15,4,7
924,13,13,22,2,1,9,2,5,14
924,14,14,32,3,1,4,2,13,12
924,15,15,29,1,3,12,8,10,5
924,16,16,20,3,4,13,5,7,6
924,17,17,3,3,1,8,11,13,16
924,18,18,14,2,4,3,7,10,8
924,19,19,4,3,4,6,9,3,4
924,20,20,8,2,3,6,12,1,2
924,21,21,13,4,2,3,16,12,5
924,22,22,25,1,3,16,2,10,15
924,23,23,30,3,4,12,13,16,14
924,24,24,24,4,2,8,4,9,14
924,25,25,6,4,2,3,9,11,12
924,26,26,10,3,4,15,1,5,13
924,27,27,16,1,4,1,8,5,11
924,28,28,9,4,3,16,1,9,7
924,29,29,28,1,3,7,12,10,9
924,30,30,31,1,4,15,9,1,6
924,31,31,2,4,2,14,16,1,7
924,32,32,15,2,3,2,5,11,4
923,8,8,6,1,3,14,15,5,3
923,12,12,1,4,3,11,15,4,7
923,14,14,3,2,4,4,2,13,12
923,16,16,4,3,2,13,5,7,6
923,24,24,5,1,2,8,4,9,14
923,26,26,2,2,3,15,1,5,13
923,27,27,7,,,1,8,5,11
941,4,4,3,2,1,11,13,10,9
941,3,3,20,1,3,16,15,4,10
941,2,2,24,2,1,2,1,10,3
941,1,1,8,1,2,7,2,11,14
941,5,5,12,4,3,13,6,10,14
941,6,6,26,3,2,6,2,8,7
941,7,7,6,4,2,6,4,16,8
941,8,8,15,1,4,14,15,5,3
941,9,9,31,1,3,3,15,8,14
941,10,10,19,1,2,13,3,1,4
941,11,11,32,2,4,6,11,15,12
941,12,12,14,4,3,11,15,4,7
941,13,13,21,4,2,9,2,5,14
941,14,14,30,3,2,4,2,13,12
941,15,15,13,2,3,12,8,10,5
941,16,16,1,3,4,13,5,7,6
941,17,17,7,4,3,8,11,13,16
941,18,18,2,2,3,3,7,10,8
941,19,19,5,4,2,6,9,3,4
941,20,20,16,4,3,6,12,1,2
941,21,21,4,4,1,3,16,12,5
941,22,22,11,2,3,16,2,10,15
941,23,23,9,3,4,12,13,16,14
941,24,24,29,1,3,8,4,9,14
941,25,25,27,3,1,3,9,11,12
941,26,26,28,4,2,15,1,5,13
941,27,27,18,2,1,1,8,5,11
941,28,28,10,4,3,16,1,9,7
941,29,29,17,1,3,7,12,10,9
941,30,30,22,3,2,15,9,1,6
941,31,31,25,4,2,14,16,1,7
941,32,32,23,3,1,2,5,11,4
930,6,6,4,3,1,6,2,8,7
930,8,8,3,3,4,14,15,5,3
930,9,9,7,2,1,3,15,8,14
930,11,11,1,3,1,6,11,15,12
930,13,13,8,3,1,9,2,5,14
930,18,18,9,4,3,3,7,10,8
930,24,24,2,4,3,8,4,9,14
930,25,25,6,4,2,3,9,11,12
930,27,27,5,3,1,1,8,5,11
930,28,28,10,,,16,1,9,7
929,12,12,1,,,11,15,4,7
948,4,4,2,1,2,11,13,10,9
948,3,3,25,2,4,16,15,4,10
948,2,2,5,2,3,2,1,10,3
948,1,1,6,2,3,7,2,11,14
948,5,5,24,2,1,13,6,10,14
948,6,6,27,1,4,6,2,8,7
948,7,7,16,2,4,6,4,16,8
948,8,8,7,2,1,14,15,5,3
948,9,9,8,2,3,3,15,8,14
948,10,10,11,2,1,13,3,1,4
948,11,11,13,3,2,6,11,15,12
948,12,12,10,2,4,11,15,4,7
948,13,13,28,3,1,9,2,5,14
948,14,14,26,2,3,4,2,13,12
948,15,15,30,4,3,12,8,10,5
948,16,16,14,4,1,13,5,7,6
948,17,17,19,4,3,8,11,13,16
948,18,18,17,1,3,3,7,10,8
948,19,19,32,1,2,6,9,3,4
948,20,20,22,3,2,6,12,1,2
948,21,21,9,1,2,3,16,12,5
948,22,22,31,4,3,16,2,10,15
948,23,23,18,1,2,12,13,16,14
948,24,24,20,2,3,8,4,9,14
948,25,25,23,4,2,3,9,11,12
948,26,26,4,1,4,15,1,5,13
948,27,27,3,1,2,1,8,5,11
948,28,28,15,2,3,16,1,9,7
948,29,29,29,1,4,7,12,10,9
948,30,30,21,1,2,15,9,1,6
948,31,31,12,3,4,14,16,1,7
948,32,32,1,2,3,2,5,11,4
943,17,17,1,,,8,11,13,16
945,26,26,1,,,15,1,5,13
944,3,3,5,,,16,15,4,10
944,6,6,2,4,2,6,2,8,7
944,8,8,1,1,4,14,15,5,3
944,21,21,4,3,1,3,16,12,5
944,28,28,3,4,2,16,1,9,7
